X,Y,OBJECTID,YINFO_ID,NAME,POINT_NM,MATERIAL,DPWT,TIDE_TIME,TARGET,PHOTO1_PAT,ADR_KNM,FISH,CATEGORY,ID
130.854111100117,37.5429722208281,S20095,F2041,울릉도,코끼리 바위 부근 해상,암,14.2~22.5,들물~초썰물,"▶벵에돔 - 목줄, 장대, 부력, 잠수
▶참돔 - 부력, 잠수",01_코끼리 바위 부근 해상.JPG,경상북도 울릉군,"벵에돔,참돔",0,235
130.846472200116,37.456722220829,S20096,F2041,울릉도,남양항 부근 해상,암,14.2~22.5,들물~초썰물,"▶참돔 - 부력, 잠수
▶부시리 - 부력, 잠수, 지깅
▶벵에돔 - 목줄, 장대, 부력, 잠수",02_남양항 부근 해상.JPG,경상북도 울릉군,"참돔,부시리,벵에돔",0,236
126.2955556,33.9485833308743,S20097,F2042,추자도,상추자도 남측 입표 부근,암,18.2~23.0,들물/썰물,"▶감성돔 - 릴찌, 장대, 원투
▶돌돔 - 민장대, 릴찌, 원투
▶자리돔 - 장대, 카드
▶농어 - 루어, 릴찌
▶볼락 - 루어, 릴찌, 장대
▶참돔 - 부력, 잠수",01_상추자도 남측 입표 부근.JPG,제주특별자치도 제주시,"감성돔,돌돔,자리돔,농어,볼락,참돔",0,237
126.3140278,33.9379166708742,S20098,F2042,추자도,섬도 남측 해상,암,14.2~18.7,들물/썰물,"▶감성돔 - 릴찌, 장대, 원투
▶돌돔 - 민장대, 릴찌, 원투
▶자리돔 - 장대, 카드
▶농어 - 루어, 릴찌
▶볼락 - 루어, 릴찌, 장대
▶참돔 - 부력, 잠수",02_섬도 남측 해상.JPG,제주특별자치도 제주시,"감성돔,돌돔,자리돔,농어,볼락,참돔",0,238
126.2863056,33.9692500008746,S20099,F2042,추자도,다무레미 북측 해상,암,12.8~16.2,들물/썰물,"▶감성돔 - 릴찌, 장대, 원투
▶돌돔 - 민장대, 릴찌, 원투
▶자리돔 - 장대, 카드
▶농어 - 루어, 릴찌
▶볼락 - 루어, 릴찌, 장대
▶참돔 - 부력, 잠수",03_다무레미 북측 해상.JPG,제주특별자치도 제주시,"감성돔,돌돔,자리돔,농어,볼락,참돔",0,239
126.28458330000000,33.9626388908745,S20100,F2042,추자도,다무레미 남측 해상,암,9.3~19.6,들물/썰물,"▶감성돔 - 릴찌, 장대, 원투
▶돌돔 - 민장대, 릴찌, 원투
▶자리돔 - 장대, 카드
▶농어 - 루어, 릴찌
▶볼락 - 루어, 릴찌, 장대
▶참돔 - 부력, 잠수",04_다무레미 남측 해상.JPG,제주특별자치도 제주시,"감성돔,돌돔,자리돔,농어,볼락,참돔",0,240
126.66519440000000,33.5526111108695,S20101,F2045,제주도 북부,함덕 서우봉해변 앞 해상,암,6.8~10.0,들물/썰물,"▶참돔 - 릴찌, 장대, 원투, 부력, 잠수
▶돌돔 - 민장대, 릴찌, 원투
▶한치 - 루어, 원투
▶벵에돔 - 목줄, 장대, 부력, 잠수
▶노래미 - 루어, 릴찌, 장대, 원투",01_함덕 서우봉해변 앞 해상.JPG,제주특별자치도 제주시,"참돔,돌돔,한치,벵에돔,노래미",0,241
126.7017222,33.5601111108695,S20102,F2045,제주도 북부,달서 등대부근 해상,"펄, 모래",5.5~8.0,들물/썰물,"▶참돔 - 릴찌, 장대, 원투, 부력, 잠수
▶돌돔 - 민장대, 릴찌, 원투
▶한치 - 루어, 원투
▶벵에돔 - 목줄, 장대, 부력, 잠수
▶노래미 - 루어, 릴찌, 장대, 원투",02_달서 등대부근 해상.JPG,제주특별자치도 제주시,"참돔,돌돔,한치,벵에돔,노래미",0,242
126.7751389,33.5766388908698,S20103,F2046,제주도 북동부·우도,김녕리 앞 해상,암,15.4~20.5,들물/날물,"▶참돔 - 부력, 잠수
▶돌돔 - 민장대, 릴찌, 원투
▶볼락 - 루어, 릴찌, 장대
▶벵에돔 - 목줄, 장대, 부력, 잠수
▶무늬오징어 - 에깅
▶독가시치 - 목줄, 장대, 부력, 잠수",01_김녕리 앞 해상.JPG,제주특별자치도 제주시,"참돔,돌돔,볼락,벵에돔,무늬오징어,독가시치",0,243
126.9330833,33.524305560869200,S20104,F2046,제주도 북동부·우도,반다여 부근,암,7.7~10.0,들물/날물,"▶참돔 - 부력, 잠수
▶돌돔 - 민장대, 릴찌, 원투
▶볼락 - 루어, 릴찌, 장대
▶벵에돔 - 목줄, 장대, 부력, 잠수
▶무늬오징어 - 에깅
▶독가시치 - 목줄, 장대, 부력, 잠수",02_반다여 부근.JPG,제주특별자치도 제주시,"참돔,돌돔,볼락,벵에돔,무늬오징어,독가시치",0,244
126.9219167,33.508166670868900,S20105,F2046,제주도 북동부·우도,종달리 포구 앞 해상,암,11.7~16.9,들물/날물,"▶참돔 - 부력, 잠수
▶돌돔 - 민장대, 릴찌, 원투
▶볼락 - 루어, 릴찌, 장대
▶벵에돔 - 목줄, 장대, 부력, 잠수
▶무늬오징어 - 에깅
▶독가시치 - 목줄, 장대, 부력, 잠수",03_종달리 포구 앞 해상.JPG,제주특별자치도 제주시,"참돔,돌돔,볼락,벵에돔,무늬오징어,독가시치",0,245
126.9413056,33.4854722208686,S20106,F2046,제주도 북동부·우도,천진항 앞 해상,암,12.0~12.4,들물/날물,"▶참돔 - 부력, 잠수
▶돌돔 - 민장대, 릴찌, 원투
▶볼락 - 루어, 릴찌, 장대
▶벵에돔 - 목줄, 장대, 부력, 잠수
▶무늬오징어 - 에깅
▶독가시치 - 목줄, 장대, 부력, 잠수",04_천진항 앞 해상.JPG,제주특별자치도 제주시,"참돔,돌돔,볼락,벵에돔,무늬오징어,독가시치",0,246
126.9345833,33.5013055608688,S20107,F2046,제주도 북동부·우도,산호샤홍조단괴해수욕장 앞 해상,암,7.9~13.3,들물/날물,"▶참돔 - 부력, 잠수
▶돌돔 - 민장대, 릴찌, 원투
▶볼락 - 루어, 릴찌, 장대
▶벵에돔 - 목줄, 장대, 부력, 잠수
▶무늬오징어 - 에깅
▶독가시치 - 목줄, 장대, 부력, 잠수",05_산호사흥조단괴해수욕장 앞 해상.JPG,제주특별자치도 제주시,"참돔,돌돔,볼락,벵에돔,무늬오징어,독가시치",0,247
126.9471667,33.5298611108692,S20108,F2046,제주도 북동부·우도,독진곶 앞 해상,암,27.0~44.9,들물/날물,"▶참돔 - 부력, 잠수
▶돌돔 - 민장대, 릴찌, 원투
▶볼락 - 루어, 릴찌, 장대
▶벵에돔 - 목줄, 장대, 부력, 잠수
▶무늬오징어 - 에깅
▶독가시치 - 목줄, 장대, 부력, 잠수",06_독진곶 앞 해상.JPG,제주특별자치도 제주시,"참돔,돌돔,볼락,벵에돔,무늬오징어,독가시치",0,248
126.97041670000000,33.5235833308691,S20109,F2046,제주도 북동부·우도,비양도 북측해상,암,22.0~30.0,들물/날물,"▶참돔 - 부력, 잠수
▶돌돔 - 민장대, 릴찌, 원투
▶볼락 - 루어, 릴찌, 장대
▶벵에돔 - 목줄, 장대, 부력, 잠수
▶무늬오징어 - 에깅
▶독가시치 - 목줄, 장대, 부력, 잠수",07_비양도 북측해상.JPG,제주특별자치도 제주시,"참돔,돌돔,볼락,벵에돔,무늬오징어,독가시치",0,249
126.9521389,33.4558055608682,S20110,F2047,제주도 동부,성산일출봉 앞 해상,고운모래,22.0~48.0,들물/날물,"▶참돔 - 부력, 잠수
▶돌돔 - 민장대, 릴찌, 원투
▶볼락 - 루어, 릴찌, 장대
▶벵에돔 - 목줄, 장대, 부력, 잠수
▶무늬오징어 - 에깅
▶독가시치 - 목줄, 장대, 부력, 잠수",01_성산일출봉 앞 해상.JPG,제주특별자치도 서귀포시,"참돔,돌돔,볼락,벵에돔,무늬오징어,독가시치",0,250
126.9178889,33.3954722208674,S20111,F2047,제주도 동부,온평리 앞 해상,조개껍질,10.3~18.0,들물/날물,"▶참돔 - 부력, 잠수
▶돌돔 - 민장대, 릴찌, 원투
▶볼락 - 루어, 릴찌, 장대
▶벵에돔 - 목줄, 장대, 부력, 잠수
▶무늬오징어 - 에깅
▶독가시치 - 목줄, 장대, 부력, 잠수",02_온평리 앞 해상.JPG,제주특별자치도 서귀포시,"참돔,돌돔,볼락,벵에돔,무늬오징어,독가시치",0,251
126.7402222,33.266611110865700,S20112,F2048,제주도 남동부,태흥리포구 앞 해상,고운모래,21.7~28.5,들물/날물,"▶참돔 - 부력, 잠수
▶돌돔 - 민장대, 릴찌, 원투
▶다금바리 - 원투
▶벵에돔 - 목줄, 장대, 부력, 잠수
▶부시리 - 부력, 잠수, 지깅",01_태흥리포구 앞 해상.JPG,제주특별자치도 서귀포시,"참돔,돌돔,다금바리,벵에돔,부시리",0,252
126.7239722,33.270944440865800,S20113,F2048,제주도 남동부,비안포구 앞 해상,암,3.7~10.0,들물/날물,"▶참돔 - 부력, 잠수
▶돌돔 - 민장대, 릴찌, 원투
▶다금바리 - 원투
▶벵에돔 - 목줄, 장대, 부력, 잠수
▶부시리 - 부력, 잠수, 지깅",02_비안포구 앞 해상.JPG,제주특별자치도 서귀포시,"참돔,돌돔,다금바리,벵에돔,부시리",0,253
126.51555560000000,33.223861110865200,S20114,F2049,제주도 남부,호도(범섬)부근 해상,암,32.0~38.0,초들물~중날물,"▶벵에돔 - 목줄, 장대, 부력, 잠수
▶한치 - 루어, 원투
▶노래미 - 루어, 릴찌, 장대, 원투
▶독가시치 - 목줄, 장대, 부력, 잠수
▶부시리 - 부력, 잠수, 지깅
▶우럭 - 릴찌, 원투",01_호도(범섬)부근 해상.JPG,제주특별자치도 서귀포시,"벵에돔,한치,노래미,독가시치,부시리,우럭",0,254
126.49375,33.2223888908652,S20115,F2049,제주도 남부,강정포구 앞 노란부표 부근,암,14.6~18.0,초들물~중날물,"▶벵에돔 - 목줄, 장대, 부력, 잠수
▶한치 - 루어, 원투
▶노래미 - 루어, 릴찌, 장대, 원투
▶독가시치 - 목줄, 장대, 부력, 잠수
▶부시리 - 부력, 잠수, 지깅
▶우럭 - 릴찌, 원투",02_강정포구 앞 노란부표 부근.JPG,제주특별자치도 서귀포시,"벵에돔,한치,노래미,독가시치,부시리,우럭",0,255
126.4755,33.219500000865100,S20116,F2049,제주도 남부,강정포구 앞 입표 부근,암,14.6~18.0,초들물~중날물,"▶벵에돔 - 목줄, 장대, 부력, 잠수
▶한치 - 루어, 원투
▶노래미 - 루어, 릴찌, 장대, 원투
▶독가시치 - 목줄, 장대, 부력, 잠수
▶부시리 - 부력, 잠수, 지깅
▶우럭 - 릴찌, 원투",03_강정포구 앞 입표 부근.JPG,제주특별자치도 서귀포시,"벵에돔,한치,노래미,독가시치,부시리,우럭",0,256
126.28675,33.1743333308645,S20117,F2050,제주도 남서부·가파도·마라도,광포란 부근 해상,암,12.2~18.9,들물/썰물,"▶벵에돔 - 목줄, 장대, 잠수
▶농어 - 루어, 릴찌
▶자리돔 - 민장대, 릴찌
▶볼락 - 루어, 릴찌, 장대
▶한치 - 루어, 원투
▶참돔 - 부력, 잠수
▶부시리 - 부력, 잠수, 지깅",01_광포란 부근 해상.JPG,제주특별자치도 서귀포시,"벵에돔,농어,자리돔,볼락,한치,참돔,부시리",0,257
126.3099722,33.2126666708649,S20118,F2050,제주도 남서부·가파도·마라도,형제도 부근 해상,암,4.2~9.5,들물/썰물,"▶벵에돔 - 목줄, 장대, 잠수
▶농어 - 루어, 릴찌
▶자리돔 - 민장대, 릴찌
▶볼락 - 루어, 릴찌, 장대
▶한치 - 루어, 원투
▶참돔 - 부력, 잠수
▶부시리 - 부력, 잠수, 지깅",02_형제도 부근 해상.JPG,제주특별자치도 서귀포시,"벵에돔,농어,자리돔,볼락,한치,참돔,부시리",0,258
125.195626899986,34.6728819408759,S30001,F3001,홍도,방구서 부근,암,3.5~4.7,조금 전후,"▶ 참돔  -  부력, 잠수
▶ 돌돔  -  릴찌, 장대, 원투
▶ 감성돔  -  릴찌, 장대, 원투
▶ 우럭  -  릴찌, 원투
▶ 농어  -  루어, 릴찌",1. 방구서 부근.JPG,전라남도 신안군,"참돔,돌돔,감성돔,우럭,농어",0,259
125.178607199985,34.6655188908756,S30002,F3001,홍도,제비여 부근,암,17.5~19,조금 전후,"▶ 참돔  -  부력, 잠수
▶ 돌돔  -  릴찌, 장대, 원투
▶ 감성돔  -  릴찌, 장대, 원투
▶ 우럭  -  릴찌, 원투
▶ 농어  -  루어, 릴찌",2. 제비여 부근.JPG,전라남도 신안군,"참돔,돌돔,감성돔,우럭,농어",0,260
125.175867799985,34.6727213908756,S30003,F3001,홍도,상연서 부근,암,23.5~33,조금 전후,"▶ 참돔  -  부력, 잠수
▶ 돌돔  -  릴찌, 장대, 원투
▶ 감성돔  -  릴찌, 장대, 원투
▶ 우럭  -  릴찌, 원투
▶ 농어  -  루어, 릴찌",3. 상연서 부근.JPG,전라남도 신안군,"참돔,돌돔,감성돔,우럭,농어",0,261
125.189509999985,34.6950538908761,S30004,F3001,홍도,거북바위 인근,암,28~31,조금 전후,"▶ 참돔  -  부력, 잠수
▶ 돌돔  -  릴찌, 장대, 원투
▶ 감성돔  -  릴찌, 장대, 원투
▶ 우럭  -  릴찌, 원투
▶ 농어  -  루어, 릴찌",4. 거북바위 인근.JPG,전라남도 신안군,"참돔,돌돔,감성돔,우럭,농어",0,262
125.186465599985,34.715960830876300,S30005,F3001,홍도,장도 부근,암,23~27,조금 전후,"▶ 참돔  -  부력, 잠수
▶ 돌돔  -  릴찌, 장대, 원투
▶ 감성돔  -  릴찌, 장대, 원투
▶ 우럭  -  릴찌, 원투
▶ 농어  -  루어, 릴찌",5. 장도 부근.JPG,전라남도 신안군,"참돔,돌돔,감성돔,우럭,농어",0,263
125.192998299986,34.7238825008765,S30006,F3001,홍도,모도 부근,암,4.1~7.2,조금 전후,"▶ 참돔  -  부력, 잠수
▶ 돌돔  -  릴찌, 장대, 원투
▶ 감성돔  -  릴찌, 장대, 원투
▶ 우럭  -  릴찌, 원투
▶ 농어  -  루어, 릴찌",6. 모도 부근.JPG,전라남도 신안군,"참돔,돌돔,감성돔,우럭,농어",0,264
125.215330799986,34.6964463908766,S30007,F3001,홍도,공작새바위 인근,암,26~31,조금 전후,"▶ 참돔  -  부력, 잠수
▶ 돌돔  -  릴찌, 장대, 원투
▶ 감성돔  -  릴찌, 장대, 원투
▶ 우럭  -  릴찌, 원투
▶ 농어  -  루어, 릴찌",7. 공작새바위 인근.JPG,전라남도 신안군,"참돔,돌돔,감성돔,우럭,농어",0,265
125.209047499986,34.6825072208763,S30008,F3001,홍도,흥어굴 인근,"펄,모래,조개껍질",5.5~9.4,조금 전후,"▶ 참돔  -  부력, 잠수
▶ 돌돔  -  릴찌, 장대, 원투
▶ 감성돔  -  릴찌, 장대, 원투
▶ 우럭  -  릴찌, 원투
▶ 농어  -  루어, 릴찌",8. 홍어굴 인근.JPG,전라남도 신안군,"참돔,돌돔,감성돔,우럭,농어",0,266
125.476000299993,34.2218638908747,S30009,F3002,만재도,백서 남측 선상,암,37~44,조금 전후,"▶ 돌돔 - 릴찌, 장대, 원투
▶ 참돔 - 부력, 잠수
▶ 감성돔 - 릴찌, 장대, 원투
▶ 우럭 - 릴찌, 원투
▶ 광어 - 릴찌, 원투
▶ 농어 - 루어, 릴찌
▶ 볼락 - 릴찌, 장대, 루어
▶ 문어 - 루어",1. 백서 남측 선상.JPG,전라남도 신안군,"돌돔,참돔,감성돔,우럭,광어,농어,볼락,문어",0,267
125.486368599993,34.2133605608747,S30010,F3002,만재도,만재도 북동측 선상,암,28~37,조금 전후,"▶ 돌돔 - 릴찌, 장대, 원투
▶ 참돔 - 부력, 잠수
▶ 감성돔 - 릴찌, 장대, 원투
▶ 우럭 - 릴찌, 원투
▶ 광어 - 릴찌, 원투
▶ 농어 - 루어, 릴찌
▶ 볼락 - 릴찌, 장대, 루어
▶ 문어 - 루어",2. 만재도 북동측 선상.JPG,전라남도 신안군,"돌돔,참돔,감성돔,우럭,광어,농어,볼락,문어",0,268
125.490068599993,34.2108502808746,S30011,F3002,만재도,국도 북측 선상,암,25~28,조금 전후,"▶ 돌돔 - 릴찌, 장대, 원투
▶ 참돔 - 부력, 잠수
▶ 감성돔 - 릴찌, 장대, 원투
▶ 우럭 - 릴찌, 원투
▶ 광어 - 릴찌, 원투
▶ 농어 - 루어, 릴찌
▶ 볼락 - 릴찌, 장대, 루어
▶ 문어 - 루어",3. 국도 북측 선상.JPG,전라남도 신안군,"돌돔,참돔,감성돔,우럭,광어,농어,볼락,문어",0,269
125.485442199993,34.2050075008745,S30012,F3002,만재도,만재도 동측 선상,암,12~20,조금 전후,"▶ 돌돔 - 릴찌, 장대, 원투
▶ 참돔 - 부력, 잠수
▶ 감성돔 - 릴찌, 장대, 원투
▶ 우럭 - 릴찌, 원투
▶ 광어 - 릴찌, 원투
▶ 농어 - 루어, 릴찌
▶ 볼락 - 릴찌, 장대, 루어
▶ 문어 - 루어",4. 만재도 동측 선상.JPG,전라남도 신안군,"돌돔,참돔,감성돔,우럭,광어,농어,볼락,문어",0,270
125.475507199993,34.2031130608744,S30013,F3002,만재도,만재도 남측 선상,암,20.5~22,조금 전후,"▶ 돌돔 - 릴찌, 장대, 원투
▶ 참돔 - 부력, 잠수
▶ 감성돔 - 릴찌, 장대, 원투
▶ 우럭 - 릴찌, 원투
▶ 광어 - 릴찌, 원투
▶ 농어 - 루어, 릴찌
▶ 볼락 - 릴찌, 장대, 루어
▶ 문어 - 루어",5. 만재도 남측 선상.JPG,전라남도 신안군,"돌돔,참돔,감성돔,우럭,광어,농어,볼락,문어",0,271
125.462607199993,34.2100311108744,S30014,F3002,만재도,외마도 남측 선상,암,20.5~27,조금 전후,"▶ 돌돔 - 릴찌, 장대, 원투
▶ 참돔 - 부력, 잠수
▶ 감성돔 - 릴찌, 장대, 원투
▶ 우럭 - 릴찌, 원투
▶ 광어 - 릴찌, 원투
▶ 농어 - 루어, 릴찌
▶ 볼락 - 릴찌, 장대, 루어
▶ 문어 - 루어",6. 외마도 남측 선상.JPG,전라남도 신안군,"돌돔,참돔,감성돔,우럭,광어,농어,볼락,문어",0,272
125.464827799993,34.2133083308745,S30015,F3002,만재도,만재도 서측 선상,암,10.5~14,조금 전후,"▶ 돌돔 - 릴찌, 장대, 원투
▶ 참돔 - 부력, 잠수
▶ 감성돔 - 릴찌, 장대, 원투
▶ 우럭 - 릴찌, 원투
▶ 광어 - 릴찌, 원투
▶ 농어 - 루어, 릴찌
▶ 볼락 - 릴찌, 장대, 루어
▶ 문어 - 루어",7. 만재도 서측 선상.JPG,전라남도 신안군,"돌돔,참돔,감성돔,우럭,광어,농어,볼락,문어",0,273
125.943567199998,34.2462650008775,S30016,F3005,거차수도 부근,동거차 선착장 해상,암,12.6~19.5,1물~4물,"▶ 참돔  -  부력, 잠수
▶ 감성돔  -  릴찌, 장대, 원투
▶ 돌돔  -  릴찌, 장대, 원투
▶ 우럭  -  릴찌, 원투
▶ 농어  -  루어, 릴찌
▶ 부시리  -  부력, 잠수, 지깅",1. 동거차 선착장 해상.JPG,전라남도 진도군,"참돔,감성돔,돌돔,우럭,농어,부시리",0,274
125.930263099998,34.2271433308772,S30017,F3005,거차수도 부근,동거차 해수욕장 해상,암,23~24.5,1물~4물,"▶ 참돔  -  부력, 잠수
▶ 감성돔  -  릴찌, 장대, 원투
▶ 돌돔  -  릴찌, 장대, 원투
▶ 우럭  -  릴찌, 원투
▶ 농어  -  루어, 릴찌
▶ 부시리  -  부력, 잠수, 지깅",2. 동거차 해수욕장 해상.JPG,전라남도 진도군,"참돔,감성돔,돌돔,우럭,농어,부시리",0,275
125.865638299998,34.2151083308769,S30018,F3005,거차수도 부근,명도 부근 해상,암,23.5~28.5,1물~4물,"▶ 참돔  -  부력, 잠수
▶ 감성돔  -  릴찌, 장대, 원투
▶ 돌돔  -  릴찌, 장대, 원투
▶ 우럭  -  릴찌, 원투
▶ 농어  -  루어, 릴찌
▶ 부시리  -  부력, 잠수, 지깅",3. 명도 부근 해상.JPG,전라남도 진도군,"참돔,감성돔,돌돔,우럭,농어,부시리",0,276
125.841621399998,34.2158991708768,S30019,F3005,거차수도 부근,새여 부근 해상,암,21.5~29.5,1물~4물,"▶ 참돔  -  부력, 잠수
▶ 감성돔  -  릴찌, 장대, 원투
▶ 돌돔  -  릴찌, 장대, 원투
▶ 우럭  -  릴찌, 원투
▶ 농어  -  루어, 릴찌
▶ 부시리  -  부력, 잠수, 지깅",4. 새여 부근 해상.JPG,전라남도 진도군,"참돔,감성돔,돌돔,우럭,농어,부시리",0,277
126.094722799999,34.266468330878,S30020,F3006,독거군도 부근,죽항 송도 해상,"자갈, 조개껍질",13.4~17.7,1물~4물,"▶ 참돔  -  부력, 잠수
▶ 감성돔  -  릴찌, 장대, 원투
▶ 돌돔  -  릴찌, 장대, 원투
▶ 광어 - 릴찌, 원투
▶ 농어  -  루어, 릴찌",1.죽항 송도 해상.JPG,전라남도 진도군,"참돔,감성돔,돌돔,광어,농어",0,278
126.140678599999,34.2677191708781,S30021,F3006,독거군도 부근,슬도 북쪽 해상,암,23~28.5,1물~4물,"▶ 참돔  -  부력, 잠수
▶ 감성돔  -  릴찌, 장대, 원투
▶ 돌돔  -  릴찌, 장대, 원투
▶ 광어 - 릴찌, 원투
▶ 농어  -  루어, 릴찌",2. 슬도 북쪽 해상.JPG,전라남도 진도군,"참돔,감성돔,돌돔,광어,농어",0,279
126.151854999999,34.2565355608779,S30022,F3006,독거군도 부근,소슬도 해상,암,22.5~23,1물~4물,"▶ 참돔  -  부력, 잠수
▶ 감성돔  -  릴찌, 장대, 원투
▶ 돌돔  -  릴찌, 장대, 원투
▶ 광어 - 릴찌, 원투
▶ 농어  -  루어, 릴찌",3. 소슬도 해상.JPG,전라남도 진도군,"참돔,감성돔,돌돔,광어,농어",0,280
126.189035599999,34.250671670878,S30023,F3006,독거군도 부근,독거 동쪽 선창 해상,펄,27~29,1물~4물,"▶ 참돔  -  부력, 잠수
▶ 감성돔  -  릴찌, 장대, 원투
▶ 돌돔  -  릴찌, 장대, 원투
▶ 광어 - 릴찌, 원투
▶ 농어  -  루어, 릴찌",4. 독거 동쪽 선창 해상.JPG,전라남도 진도군,"참돔,감성돔,돌돔,광어,농어",0,281
126.168934399999,34.2651622208781,S30024,F3006,독거군도 부근,구도 해상,암,26~27,1물~4물,"▶ 참돔  -  부력, 잠수
▶ 감성돔  -  릴찌, 장대, 원투
▶ 돌돔  -  릴찌, 장대, 원투
▶ 광어 - 릴찌, 원투
▶ 농어  -  루어, 릴찌",5. 구도 해상.JPG,전라남도 진도군,"참돔,감성돔,돌돔,광어,농어",0,282
126.155936699999,34.2276108308776,S30025,F3006,독거군도 부근,초도앞 해상,암,14.9~17.5,1물~4물,"▶ 참돔  -  부력, 잠수
▶ 감성돔  -  릴찌, 장대, 원투
▶ 돌돔  -  릴찌, 장대, 원투
▶ 광어 - 릴찌, 원투
▶ 농어  -  루어, 릴찌",6. 초도앞 해상.JPG,전라남도 진도군,"참돔,감성돔,돌돔,광어,농어",0,283
126.168743899999,34.2286216708777,S30026,F3006,독거군도 부근,간암여 해상,암,23.5~29,1물~4물,"▶ 참돔  -  부력, 잠수
▶ 감성돔  -  릴찌, 장대, 원투
▶ 돌돔  -  릴찌, 장대, 원투
▶ 광어 - 릴찌, 원투
▶ 농어  -  루어, 릴찌",7. 간암여 해상.JPG,전라남도 진도군,"참돔,감성돔,돌돔,광어,농어",0,284
126.172560599999,34.2251627808776,S30027,F3006,독거군도 부근,제주섬 해상,암,27.5~29,1물~4물,"▶ 참돔  -  부력, 잠수
▶ 감성돔  -  릴찌, 장대, 원투
▶ 돌돔  -  릴찌, 장대, 원투
▶ 광어 - 릴찌, 원투
▶ 농어  -  루어, 릴찌",8. 제주섬 해상.JPG,전라남도 진도군,"참돔,감성돔,돌돔,광어,농어",0,285
126.3305025,34.0171527808752,S30028,F3007,추자군도,횡간도 북측 해상,암,40~46,"조금 전후, 1~4물","▶ 감성돔  -  릴찌, 장대, 원투
▶ 벵에돔 - 목줄, 장대, 부력, 잠수
▶ 참돔  -  부력, 잠수
▶ 돌돔 - 민장대, 릴찌, 원투
▶ 볼락 - 릴찌, 장대, 루어
▶ 부시리 - 부력, 잠수, 지깅",1. 횡간도 북측 해상.JPG,제주특별자치도 제주시,"감성돔,벵에돔,참돔,돌돔,볼락,부시리",0,286
126.3545483,34.007941390875100,S30029,F3007,추자군도,곽도 앞 해상,암,7.6~16.1,"조금 전후, 1~4물","▶ 감성돔  -  릴찌, 장대, 원투
▶ 벵에돔 - 목줄, 장대, 부력, 잠수
▶ 참돔  -  부력, 잠수
▶ 돌돔 - 민장대, 릴찌, 원투
▶ 볼락 - 릴찌, 장대, 루어
▶ 부시리 - 부력, 잠수, 지깅",2. 광도 앞 해상.JPG,제주특별자치도 제주시,"감성돔,벵에돔,참돔,돌돔,볼락,부시리",0,287
126.3629803,33.999255830875,S30030,F3007,추자군도,가인서 앞 해상,암,25~29,"조금 전후, 1~4물","▶ 감성돔  -  릴찌, 장대, 원투
▶ 벵에돔 - 목줄, 장대, 부력, 잠수
▶ 참돔  -  부력, 잠수
▶ 돌돔 - 민장대, 릴찌, 원투
▶ 볼락 - 릴찌, 장대, 루어
▶ 부시리 - 부력, 잠수, 지깅",3. 가인서 앞 해상.JPG,제주특별자치도 제주시,"감성돔,벵에돔,참돔,돌돔,볼락,부시리",0,288
126.340775,33.9868797208748,S30031,F3007,추자군도,흑검도 앞 해상,암,8~26,"조금 전후, 1~4물","▶ 감성돔  -  릴찌, 장대, 원투
▶ 벵에돔 - 목줄, 장대, 부력, 잠수
▶ 참돔  -  부력, 잠수
▶ 돌돔 - 민장대, 릴찌, 원투
▶ 볼락 - 릴찌, 장대, 루어
▶ 부시리 - 부력, 잠수, 지깅",4. 흑건도 앞 해상.JPG,제주특별자치도 제주시,"감성돔,벵에돔,참돔,돌돔,볼락,부시리",0,289
126.3409886,33.9681477808746,S30032,F3007,추자군도,하추자도 북측 해상,"암, 자갈",31~32,"조금 전후, 1~4물","▶ 감성돔  -  릴찌, 장대, 원투
▶ 벵에돔 - 목줄, 장대, 부력, 잠수
▶ 참돔  -  부력, 잠수
▶ 돌돔 - 민장대, 릴찌, 원투
▶ 볼락 - 릴찌, 장대, 루어
▶ 부시리 - 부력, 잠수, 지깅",5. 하추자도 북측 해상.JPG,제주특별자치도 제주시,"감성돔,벵에돔,참돔,돌돔,볼락,부시리",0,290
126.3614022,33.9543427808744,S30033,F3007,추자군도,하추자도 동측 해상,"모래, 조개껍질",29~32,"조금 전후, 1~4물","▶ 감성돔  -  릴찌, 장대, 원투
▶ 벵에돔 - 목줄, 장대, 부력, 잠수
▶ 참돔  -  부력, 잠수
▶ 돌돔 - 민장대, 릴찌, 원투
▶ 볼락 - 릴찌, 장대, 루어
▶ 부시리 - 부력, 잠수, 지깅",6. 하추자도 동측 해상.JPG,제주특별자치도 제주시,"감성돔,벵에돔,참돔,돌돔,볼락,부시리",0,291
126.3290642,33.9218822208741,S30034,F3007,추자군도,하추자도와 청도 사이,암,20.2~21,"조금 전후, 1~4물","▶ 감성돔  -  릴찌, 장대, 원투
▶ 벵에돔 - 목줄, 장대, 부력, 잠수
▶ 참돔  -  부력, 잠수
▶ 돌돔 - 민장대, 릴찌, 원투
▶ 볼락 - 릴찌, 장대, 루어
▶ 부시리 - 부력, 잠수, 지깅",7. 하추자도와 청도 사이.JPG,제주특별자치도 제주시,"감성돔,벵에돔,참돔,돌돔,볼락,부시리",0,292
