X,Y,NAME,POINT_NM,MATERIAL,DPWT,ADR_KNM,CATEGORY,ID,OBS_CODE,OBS_POST_ID,FISH,CAUTION,LOC_INFO
126.2939444,37.175,이작도·승봉도,승봉도 소각장 부근,펄,1.1~1.9,인천광역시 옹진군,1,386,IE_0062,웅진소청초,,"대이작도 토끼바위 부근, 대이작도 유곶 부근, 승봉도 소각장 부근, 승봉도 촛대바위 포인트는 진입이 어렵고 갯바위가 협소하므로 초보자는 안전에 주의해야한다.","이 부근의 주요 어종은 넙치, 노래미, 농어, 숭어, 우럭 등이다. 
루어낚시는 그럽웜, 미노우 플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시, 훌치기는 곤쟁이, 생선살, 오징어살, 전갱이, 참갯지렁이, 청갯지렁이, 미꾸라지, 크릴, 홍갯지렁이 등을 사용한다. 
이작도 부근의 선상 낚시는 음력 6~12일, 21~27일이 최적기다."
126.3034444,37.17275,이작도·승봉도,승봉도 부채바위,펄,1~1.8,인천광역시 옹진군,1,387,IE_0062,웅진소청초,,"대이작도 토끼바위 부근, 대이작도 유곶 부근, 승봉도 소각장 부근, 승봉도 촛대바위 포인트는 진입이 어렵고 갯바위가 협소하므로 초보자는 안전에 주의해야한다.","이 부근의 주요 어종은 넙치, 노래미, 농어, 숭어, 우럭 등이다. 
루어낚시는 그럽웜, 미노우 플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시, 훌치기는 곤쟁이, 생선살, 오징어살, 전갱이, 참갯지렁이, 청갯지렁이, 미꾸라지, 크릴, 홍갯지렁이 등을 사용한다. 
이작도 부근의 선상 낚시는 음력 6~12일, 21~27일이 최적기다."
126.3121111,37.17169444,이작도·승봉도,승봉도 남대문바위,펄,1.4~1.7,인천광역시 옹진군,1,388,IE_0062,웅진소청초,,"대이작도 토끼바위 부근, 대이작도 유곶 부근, 승봉도 소각장 부근, 승봉도 촛대바위 포인트는 진입이 어렵고 갯바위가 협소하므로 초보자는 안전에 주의해야한다.","이 부근의 주요 어종은 넙치, 노래미, 농어, 숭어, 우럭 등이다. 
루어낚시는 그럽웜, 미노우 플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시, 훌치기는 곤쟁이, 생선살, 오징어살, 전갱이, 참갯지렁이, 청갯지렁이, 미꾸라지, 크릴, 홍갯지렁이 등을 사용한다. 
이작도 부근의 선상 낚시는 음력 6~12일, 21~27일이 최적기다."
126.3183056,37.16536111,이작도·승봉도,승봉도 참나무골,펄,1.5~2,인천광역시 옹진군,1,389,IE_0062,웅진소청초,,"대이작도 토끼바위 부근, 대이작도 유곶 부근, 승봉도 소각장 부근, 승봉도 촛대바위 포인트는 진입이 어렵고 갯바위가 협소하므로 초보자는 안전에 주의해야한다.","이 부근의 주요 어종은 넙치, 노래미, 농어, 숭어, 우럭 등이다. 
루어낚시는 그럽웜, 미노우 플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시, 훌치기는 곤쟁이, 생선살, 오징어살, 전갱이, 참갯지렁이, 청갯지렁이, 미꾸라지, 크릴, 홍갯지렁이 등을 사용한다. 
이작도 부근의 선상 낚시는 음력 6~12일, 21~27일이 최적기다."
126.3246389,37.16161111,이작도·승봉도,승봉도 촛대바위,"모래, 조개껍질",1.2~2.2,인천광역시 옹진군,1,390,IE_0062,웅진소청초,,"대이작도 토끼바위 부근, 대이작도 유곶 부근, 승봉도 소각장 부근, 승봉도 촛대바위 포인트는 진입이 어렵고 갯바위가 협소하므로 초보자는 안전에 주의해야한다.","이 부근의 주요 어종은 넙치, 노래미, 농어, 숭어, 우럭 등이다. 
루어낚시는 그럽웜, 미노우 플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시, 훌치기는 곤쟁이, 생선살, 오징어살, 전갱이, 참갯지렁이, 청갯지렁이, 미꾸라지, 크릴, 홍갯지렁이 등을 사용한다. 
이작도 부근의 선상 낚시는 음력 6~12일, 21~27일이 최적기다."
126.3208889,37.15730556,이작도·승봉도,승봉도 목섬 부근,모래,1.2~2.2,인천광역시 옹진군,1,391,IE_0062,웅진소청초,,"대이작도 토끼바위 부근, 대이작도 유곶 부근, 승봉도 소각장 부근, 승봉도 촛대바위 포인트는 진입이 어렵고 갯바위가 협소하므로 초보자는 안전에 주의해야한다.","이 부근의 주요 어종은 넙치, 노래미, 농어, 숭어, 우럭 등이다. 
루어낚시는 그럽웜, 미노우 플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시, 훌치기는 곤쟁이, 생선살, 오징어살, 전갱이, 참갯지렁이, 청갯지렁이, 미꾸라지, 크릴, 홍갯지렁이 등을 사용한다. 
이작도 부근의 선상 낚시는 음력 6~12일, 21~27일이 최적기다."
126.2948056,37.16494444,이작도·승봉도,승봉도 철탑앞 갯바위,가는 모래,1.1~1.5,인천광역시 옹진군,1,392,IE_0062,웅진소청초,,"대이작도 토끼바위 부근, 대이작도 유곶 부근, 승봉도 소각장 부근, 승봉도 촛대바위 포인트는 진입이 어렵고 갯바위가 협소하므로 초보자는 안전에 주의해야한다.","이 부근의 주요 어종은 넙치, 노래미, 농어, 숭어, 우럭 등이다. 
루어낚시는 그럽웜, 미노우 플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시, 훌치기는 곤쟁이, 생선살, 오징어살, 전갱이, 참갯지렁이, 청갯지렁이, 미꾸라지, 크릴, 홍갯지렁이 등을 사용한다. 
이작도 부근의 선상 낚시는 음력 6~12일, 21~27일이 최적기다."
126.1047778,37.18202778,문갑도·선갑도,문갑도 한월리해수욕장 갯바위,가는 모래,1.4~1.7,인천광역시 옹진군,1,393,IE_0062,웅진소청초,,"문갑도 한월리해수욕장 갯바위, 문갑도 할미염뿌리, 문갑도 진뿌리, 문갑도 문턱뿌리 부근 포인트는 진입이 어려워 낚싯배 및 등산로를 이용해야하고 갯바위가 협소하므로 초보자는 안전에 주의해야한다.","이 부근의 주요 어종은 넙치, 노래미, 농어, 우럭 등이다. 
루어낚시는 그럽웜, 미노우플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시는 오징어살, 전갱이, 갯지렁이, 청갯지렁이, 크릴, 홍갯지렁이 등을 사용한다. 문갑도와 선갑도는 선착장 부근 외에는 등산로 및 낚싯배로 이동해야 하므로 포인트 이동시 안전에 주의해야 하며 특히 문갑도 갯바위 낚시시 바람이 강하고 파도가 높으므로 주의해야 한다. 
※ 선갑도는 숙박업소 및 낚시점이 없으므로 생필품 등 철저한 준비를 한 후 입도하여야 한다."
126.1145278,37.18127778,문갑도·선갑도,문갑도 문갑해수욕장 갯바위,가는 모래,2.2~4.7,인천광역시 옹진군,1,394,IE_0062,웅진소청초,,"문갑도 한월리해수욕장 갯바위, 문갑도 할미염뿌리, 문갑도 진뿌리, 문갑도 문턱뿌리 부근 포인트는 진입이 어려워 낚싯배 및 등산로를 이용해야하고 갯바위가 협소하므로 초보자는 안전에 주의해야한다.","이 부근의 주요 어종은 넙치, 노래미, 농어, 우럭 등이다. 
루어낚시는 그럽웜, 미노우플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시는 오징어살, 전갱이, 갯지렁이, 청갯지렁이, 크릴, 홍갯지렁이 등을 사용한다. 문갑도와 선갑도는 선착장 부근 외에는 등산로 및 낚싯배로 이동해야 하므로 포인트 이동시 안전에 주의해야 하며 특히 문갑도 갯바위 낚시시 바람이 강하고 파도가 높으므로 주의해야 한다. 
※ 선갑도는 숙박업소 및 낚시점이 없으므로 생필품 등 철저한 준비를 한 후 입도하여야 한다."
126.1103056,37.17705556,문갑도·선갑도,문갑도 문갑해수욕장 갯바위,"펄, 모래",1.3~2,인천광역시 옹진군,1,395,IE_0062,웅진소청초,,"문갑도 한월리해수욕장 갯바위, 문갑도 할미염뿌리, 문갑도 진뿌리, 문갑도 문턱뿌리 부근 포인트는 진입이 어려워 낚싯배 및 등산로를 이용해야하고 갯바위가 협소하므로 초보자는 안전에 주의해야한다.","이 부근의 주요 어종은 넙치, 노래미, 농어, 우럭 등이다. 
루어낚시는 그럽웜, 미노우플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시는 오징어살, 전갱이, 갯지렁이, 청갯지렁이, 크릴, 홍갯지렁이 등을 사용한다. 문갑도와 선갑도는 선착장 부근 외에는 등산로 및 낚싯배로 이동해야 하므로 포인트 이동시 안전에 주의해야 하며 특히 문갑도 갯바위 낚시시 바람이 강하고 파도가 높으므로 주의해야 한다. 
※ 선갑도는 숙박업소 및 낚시점이 없으므로 생필품 등 철저한 준비를 한 후 입도하여야 한다."
126.1091667,37.16572222,문갑도·선갑도,문갑도 진뿌리,"펄, 모래",3~3.8,인천광역시 옹진군,1,396,IE_0062,웅진소청초,,"문갑도 한월리해수욕장 갯바위, 문갑도 할미염뿌리, 문갑도 진뿌리, 문갑도 문턱뿌리 부근 포인트는 진입이 어려워 낚싯배 및 등산로를 이용해야하고 갯바위가 협소하므로 초보자는 안전에 주의해야한다.","이 부근의 주요 어종은 넙치, 노래미, 농어, 우럭 등이다. 
루어낚시는 그럽웜, 미노우플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시는 오징어살, 전갱이, 갯지렁이, 청갯지렁이, 크릴, 홍갯지렁이 등을 사용한다. 문갑도와 선갑도는 선착장 부근 외에는 등산로 및 낚싯배로 이동해야 하므로 포인트 이동시 안전에 주의해야 하며 특히 문갑도 갯바위 낚시시 바람이 강하고 파도가 높으므로 주의해야 한다. 
※ 선갑도는 숙박업소 및 낚시점이 없으므로 생필품 등 철저한 준비를 한 후 입도하여야 한다."
126.10125,37.16641667,문갑도·선갑도,문갑도 문턱뿌리 부근,"펄, 모래",11~13,인천광역시 옹진군,1,397,IE_0062,웅진소청초,,"문갑도 한월리해수욕장 갯바위, 문갑도 할미염뿌리, 문갑도 진뿌리, 문갑도 문턱뿌리 부근 포인트는 진입이 어려워 낚싯배 및 등산로를 이용해야하고 갯바위가 협소하므로 초보자는 안전에 주의해야한다.","이 부근의 주요 어종은 넙치, 노래미, 농어, 우럭 등이다. 
루어낚시는 그럽웜, 미노우플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시는 오징어살, 전갱이, 갯지렁이, 청갯지렁이, 크릴, 홍갯지렁이 등을 사용한다. 문갑도와 선갑도는 선착장 부근 외에는 등산로 및 낚싯배로 이동해야 하므로 포인트 이동시 안전에 주의해야 하며 특히 문갑도 갯바위 낚시시 바람이 강하고 파도가 높으므로 주의해야 한다. 
※ 선갑도는 숙박업소 및 낚시점이 없으므로 생필품 등 철저한 준비를 한 후 입도하여야 한다."
125.9679722,37.08436111,백아도·굴업도,백아도 기차바위 부근,펄,2.3~3.8,인천광역시 옹진군,1,398,IE_0062,웅진소청초,,"백아도 동방 약 2km의 벌도, 계도, 관도, 광대도 등 다수의 바위섬과 험초가 있고 그 사이의 수심은 18~64m이며 매우 불규칙한 조류가 흐르므로 선박은 통항하지 않는 것이 좋다.","이 부근의 주요 어종은 넙치, 노래미, 농어, 붕장어, 우럭 등이다. 
루어낚시는 그럽웜, 미노우플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시는 오징어살, 전갱이, 참갯지렁이, 청갯지렁이, 크릴, 홍갯지렁이 등을 사용한다. 백아도와 굴업도의 갯바위 낚시는 언제나 조황이 좋지만 등산로나 낚싯배로만 진입이 가능하다"
125.9519444,37.07500001,백아도·굴업도,백아도 목가지 부근,바위,2.1~3,인천광역시 옹진군,1,399,IE_0062,웅진소청초,,"백아도 동방 약 2km의 벌도, 계도, 관도, 광대도 등 다수의 바위섬과 험초가 있고 그 사이의 수심은 18~64m이며 매우 불규칙한 조류가 흐르므로 선박은 통항하지 않는 것이 좋다.","이 부근의 주요 어종은 넙치, 노래미, 농어, 붕장어, 우럭 등이다. 
루어낚시는 그럽웜, 미노우플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시는 오징어살, 전갱이, 참갯지렁이, 청갯지렁이, 크릴, 홍갯지렁이 등을 사용한다. 백아도와 굴업도의 갯바위 낚시는 언제나 조황이 좋지만 등산로나 낚싯배로만 진입이 가능하다"
125.9415833,37.08122222,백아도·굴업도,백아도 서쪽 곶부리,바위,7.6~8,인천광역시 옹진군,1,400,IE_0062,웅진소청초,,"백아도 동방 약 2km의 벌도, 계도, 관도, 광대도 등 다수의 바위섬과 험초가 있고 그 사이의 수심은 18~64m이며 매우 불규칙한 조류가 흐르므로 선박은 통항하지 않는 것이 좋다.","이 부근의 주요 어종은 넙치, 노래미, 농어, 붕장어, 우럭 등이다. 
루어낚시는 그럽웜, 미노우플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시는 오징어살, 전갱이, 참갯지렁이, 청갯지렁이, 크릴, 홍갯지렁이 등을 사용한다. 백아도와 굴업도의 갯바위 낚시는 언제나 조황이 좋지만 등산로나 낚싯배로만 진입이 가능하다"
125.9814722,37.19438889,백아도·굴업도,굴업도 마을 북쪽 갯바위,가는 모래,1.7~2.5,인천광역시 옹진군,1,401,IE_0062,웅진소청초,,"백아도 동방 약 2km의 벌도, 계도, 관도, 광대도 등 다수의 바위섬과 험초가 있고 그 사이의 수심은 18~64m이며 매우 불규칙한 조류가 흐르므로 선박은 통항하지 않는 것이 좋다.","이 부근의 주요 어종은 넙치, 노래미, 농어, 붕장어, 우럭 등이다. 
루어낚시는 그럽웜, 미노우플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시는 오징어살, 전갱이, 참갯지렁이, 청갯지렁이, 크릴, 홍갯지렁이 등을 사용한다. 백아도와 굴업도의 갯바위 낚시는 언제나 조황이 좋지만 등산로나 낚싯배로만 진입이 가능하다"
125.9836667,37.19447222,백아도·굴업도,굴업도 해수욕장 북쪽 갯바위,가는 모래,1.8~2.5,인천광역시 옹진군,1,402,IE_0062,웅진소청초,,"백아도 동방 약 2km의 벌도, 계도, 관도, 광대도 등 다수의 바위섬과 험초가 있고 그 사이의 수심은 18~64m이며 매우 불규칙한 조류가 흐르므로 선박은 통항하지 않는 것이 좋다.","이 부근의 주요 어종은 넙치, 노래미, 농어, 붕장어, 우럭 등이다. 
루어낚시는 그럽웜, 미노우플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시는 오징어살, 전갱이, 참갯지렁이, 청갯지렁이, 크릴, 홍갯지렁이 등을 사용한다. 백아도와 굴업도의 갯바위 낚시는 언제나 조황이 좋지만 등산로나 낚싯배로만 진입이 가능하다"
125.9923333,37.19511111,백아도·굴업도,굴업도 해수욕장 동쪽 갯바위,"모래, 펄",2.5~3,인천광역시 옹진군,1,403,IE_0062,웅진소청초,,"백아도 동방 약 2km의 벌도, 계도, 관도, 광대도 등 다수의 바위섬과 험초가 있고 그 사이의 수심은 18~64m이며 매우 불규칙한 조류가 흐르므로 선박은 통항하지 않는 것이 좋다.","이 부근의 주요 어종은 넙치, 노래미, 농어, 붕장어, 우럭 등이다. 
루어낚시는 그럽웜, 미노우플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시는 오징어살, 전갱이, 참갯지렁이, 청갯지렁이, 크릴, 홍갯지렁이 등을 사용한다. 백아도와 굴업도의 갯바위 낚시는 언제나 조황이 좋지만 등산로나 낚싯배로만 진입이 가능하다"
125.9818056,37.18697222,백아도·굴업도,굴업도 마을 동쪽 갯바위,"모래, 펄",1.2~1.8,인천광역시 옹진군,1,404,IE_0062,웅진소청초,,"백아도 동방 약 2km의 벌도, 계도, 관도, 광대도 등 다수의 바위섬과 험초가 있고 그 사이의 수심은 18~64m이며 매우 불규칙한 조류가 흐르므로 선박은 통항하지 않는 것이 좋다.","이 부근의 주요 어종은 넙치, 노래미, 농어, 붕장어, 우럭 등이다. 
루어낚시는 그럽웜, 미노우플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시는 오징어살, 전갱이, 참갯지렁이, 청갯지렁이, 크릴, 홍갯지렁이 등을 사용한다. 백아도와 굴업도의 갯바위 낚시는 언제나 조황이 좋지만 등산로나 낚싯배로만 진입이 가능하다"
125.9751944,37.18694444,백아도·굴업도,굴업도 마을 서쪽 갯바위,"모래, 펄",1.3~1.8,인천광역시 옹진군,1,405,IE_0062,웅진소청초,,"백아도 동방 약 2km의 벌도, 계도, 관도, 광대도 등 다수의 바위섬과 험초가 있고 그 사이의 수심은 18~64m이며 매우 불규칙한 조류가 흐르므로 선박은 통항하지 않는 것이 좋다.","이 부근의 주요 어종은 넙치, 노래미, 농어, 붕장어, 우럭 등이다. 
루어낚시는 그럽웜, 미노우플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시는 오징어살, 전갱이, 참갯지렁이, 청갯지렁이, 크릴, 홍갯지렁이 등을 사용한다. 백아도와 굴업도의 갯바위 낚시는 언제나 조황이 좋지만 등산로나 낚싯배로만 진입이 가능하다"
126.4297778,37.26338889,영흥도·선재도·대부도·구봉도,영흥도 양로봉 갯바위(신노루),"펄, 모래",2.3~4.1,인천광역시 옹진군,1,406,DT_0043,영흥도,,영흥도의 남측 부근으로부터 북동쪽 약 11km까지 얕은 펄이 뻗쳐 곳곳에 간출되므로 항해 시 주의가 필요하다.,"영흥도의 주요 어종은 넙치, 노래미, 농어, 우럭 등이다. 루어낚시는 그럽웜, 미노우 플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시는 미꾸라지, 오징어살, 전갱이, 참갯지렁이, 청갯지렁이, 크릴, 홍갯지렁이 등을 사용한다. 자월도는 어종이 다양하지 않으므로 간단한 채비로 방파제 및 갯바위에서 낚시를 즐겨도 된다."
126.4353056,37.27438889,영흥도·선재도·대부도·구봉도,영흥도 비석바위,"펄, 모래",2.2~4.3,인천광역시 옹진군,1,407,DT_0043,영흥도,,영흥도의 남측 부근으로부터 북동쪽 약 11km까지 얕은 펄이 뻗쳐 곳곳에 간출되므로 항해 시 주의가 필요하다.,"영흥도의 주요 어종은 넙치, 노래미, 농어, 우럭 등이다. 루어낚시는 그럽웜, 미노우 플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시는 미꾸라지, 오징어살, 전갱이, 참갯지렁이, 청갯지렁이, 크릴, 홍갯지렁이 등을 사용한다. 자월도는 어종이 다양하지 않으므로 간단한 채비로 방파제 및 갯바위에서 낚시를 즐겨도 된다."
126.4556667,37.28433333,영흥도·선재도·대부도·구봉도,영흥도 농어바위,모래,1.2~2,인천광역시 옹진군,1,408,DT_0043,영흥도,,영흥도의 남측 부근으로부터 북동쪽 약 11km까지 얕은 펄이 뻗쳐 곳곳에 간출되므로 항해 시 주의가 필요하다.,"영흥도의 주요 어종은 넙치, 노래미, 농어, 우럭 등이다. 루어낚시는 그럽웜, 미노우 플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시는 미꾸라지, 오징어살, 전갱이, 참갯지렁이, 청갯지렁이, 크릴, 홍갯지렁이 등을 사용한다. 자월도는 어종이 다양하지 않으므로 간단한 채비로 방파제 및 갯바위에서 낚시를 즐겨도 된다."
126.4706667,37.28730556,영흥도·선재도·대부도·구봉도,영흥도 진여,"펄, 모래",1.5~2.3,인천광역시 옹진군,1,409,DT_0043,영흥도,,영흥도의 남측 부근으로부터 북동쪽 약 11km까지 얕은 펄이 뻗쳐 곳곳에 간출되므로 항해 시 주의가 필요하다.,"영흥도의 주요 어종은 넙치, 노래미, 농어, 우럭 등이다. 루어낚시는 그럽웜, 미노우 플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시는 미꾸라지, 오징어살, 전갱이, 참갯지렁이, 청갯지렁이, 크릴, 홍갯지렁이 등을 사용한다. 자월도는 어종이 다양하지 않으므로 간단한 채비로 방파제 및 갯바위에서 낚시를 즐겨도 된다."
126.4890278,37.28322222,영흥도·선재도·대부도·구봉도,영흥도 십리포해수욕장 갯바위,"펄, 모래",1.2~2,인천광역시 옹진군,1,410,DT_0043,영흥도,,영흥도의 남측 부근으로부터 북동쪽 약 11km까지 얕은 펄이 뻗쳐 곳곳에 간출되므로 항해 시 주의가 필요하다.,"영흥도의 주요 어종은 넙치, 노래미, 농어, 우럭 등이다. 루어낚시는 그럽웜, 미노우 플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시는 미꾸라지, 오징어살, 전갱이, 참갯지렁이, 청갯지렁이, 크릴, 홍갯지렁이 등을 사용한다. 자월도는 어종이 다양하지 않으므로 간단한 채비로 방파제 및 갯바위에서 낚시를 즐겨도 된다."
126.4811389,37.24183333,영흥도·선재도·대부도·구봉도,영흥도 용담리해수욕장 부근,"펄, 모래",1.4~2.2,인천광역시 옹진군,1,411,DT_0043,영흥도,,영흥도의 남측 부근으로부터 북동쪽 약 11km까지 얕은 펄이 뻗쳐 곳곳에 간출되므로 항해 시 주의가 필요하다.,"영흥도의 주요 어종은 넙치, 노래미, 농어, 우럭 등이다. 루어낚시는 그럽웜, 미노우 플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시는 미꾸라지, 오징어살, 전갱이, 참갯지렁이, 청갯지렁이, 크릴, 홍갯지렁이 등을 사용한다. 자월도는 어종이 다양하지 않으므로 간단한 채비로 방파제 및 갯바위에서 낚시를 즐겨도 된다."
126.52425,37.25680556,영흥도·선재도·대부도·구봉도,신지도 대량곶 부근 갯바위,펄,1.8~2.5,인천광역시 옹진군,1,412,DT_0043,영흥도,,영흥도의 남측 부근으로부터 북동쪽 약 11km까지 얕은 펄이 뻗쳐 곳곳에 간출되므로 항해 시 주의가 필요하다.,"영흥도의 주요 어종은 넙치, 노래미, 농어, 우럭 등이다. 루어낚시는 그럽웜, 미노우 플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시는 미꾸라지, 오징어살, 전갱이, 참갯지렁이, 청갯지렁이, 크릴, 홍갯지렁이 등을 사용한다. 자월도는 어종이 다양하지 않으므로 간단한 채비로 방파제 및 갯바위에서 낚시를 즐겨도 된다."
126.5423611,37.21438889,영흥도·선재도·대부도·구봉도,대부도 쪽박섬 부근,펄,1~1.3,경기도 안산시,1,413,DT_0043,영흥도,,영흥도의 남측 부근으로부터 북동쪽 약 11km까지 얕은 펄이 뻗쳐 곳곳에 간출되므로 항해 시 주의가 필요하다.,"영흥도의 주요 어종은 넙치, 노래미, 농어, 우럭 등이다. 루어낚시는 그럽웜, 미노우 플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시는 미꾸라지, 오징어살, 전갱이, 참갯지렁이, 청갯지렁이, 크릴, 홍갯지렁이 등을 사용한다. 자월도는 어종이 다양하지 않으므로 간단한 채비로 방파제 및 갯바위에서 낚시를 즐겨도 된다."
126.6219722,37.16302778,제부도,제부도 소방서 앞,펄,1~1.3,경기도 화성시,1,414,DT_0002,평택,,"대난지도의 동측은 5m 등심선내에 얕은 펄이 있으며, 남측도 위험한 암초가 있으므로 항행에 주의해야 한다.","이 부근의 주요 어종은 넙치, 노래미, 농어, 도다리, 붕장어, 우럭 등이다. 
루어낚시는 그럽웜, 미노우 플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시는 미꾸라지, 오징어살, 전갱이, 청갯지렁이, 참갯지렁이, 미꾸라지, 크릴, 홍갯지렁이 등을 사용한다. 난지도는 대체적으로 수심이 낮아서 갯바위나 선상 낚시시 가벼운 채비로 즐기는 것이 좋다"
126.61825,37.15652778,제부도,제부도 매(삼형제)바위 부근,펄,1.1~1.4,경기도 화성시,1,415,DT_0002,평택,,"대난지도의 동측은 5m 등심선내에 얕은 펄이 있으며, 남측도 위험한 암초가 있으므로 항행에 주의해야 한다.","이 부근의 주요 어종은 넙치, 노래미, 농어, 도다리, 붕장어, 우럭 등이다. 
루어낚시는 그럽웜, 미노우 플러그, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시는 미꾸라지, 오징어살, 전갱이, 청갯지렁이, 참갯지렁이, 미꾸라지, 크릴, 홍갯지렁이 등을 사용한다. 난지도는 대체적으로 수심이 낮아서 갯바위나 선상 낚시시 가벼운 채비로 즐기는 것이 좋다"
126.5351111,37.11433333,입파도·국화도,입파도 북서측 끝단,모래,1.4~3,경기도 화성시,1,416,DT_0002,평택,,국화도항의 남쪽의 남단에서 240m 지점에는 높이 2.3m의 간출암이 있다.,"이 부근의 주요 어종은 넙치, 노래미, 도다리, 붕장어, 우럭 등이다. 
루어낚시는 그럽웜, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시는 미꾸라지, 오징어살, 전갱이, 참갯지렁이, 청갯지렁이, 크릴, 홍갯지렁이 등을 사용한다. 국화도 내의 갯벌체험장은 바지락 채취(유료)를 즐길 수 있어 가족단위의n 낚시레저로도 좋다. 
※ 밀물 때와 안개 발생시에는 안전사고가 빈번히 발생하므로 각별히 주의해야 한다."
126.5406944,37.11116667,입파도·국화도,입파도 북동측 끝단,모래,2.2~4.1,경기도 화성시,1,417,DT_0002,평택,,국화도항의 남쪽의 남단에서 240m 지점에는 높이 2.3m의 간출암이 있다.,"이 부근의 주요 어종은 넙치, 노래미, 도다리, 붕장어, 우럭 등이다. 
루어낚시는 그럽웜, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시는 미꾸라지, 오징어살, 전갱이, 참갯지렁이, 청갯지렁이, 크릴, 홍갯지렁이 등을 사용한다. 국화도 내의 갯벌체험장은 바지락 채취(유료)를 즐길 수 있어 가족단위의n 낚시레저로도 좋다. 
※ 밀물 때와 안개 발생시에는 안전사고가 빈번히 발생하므로 각별히 주의해야 한다."
126.5397222,37.09772222,입파도·국화도,입파도 동남측 돌출부,모래,1.2~2,경기도 화성시,1,418,DT_0002,평택,,국화도항의 남쪽의 남단에서 240m 지점에는 높이 2.3m의 간출암이 있다.,"이 부근의 주요 어종은 넙치, 노래미, 도다리, 붕장어, 우럭 등이다. 
루어낚시는 그럽웜, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시는 미꾸라지, 오징어살, 전갱이, 참갯지렁이, 청갯지렁이, 크릴, 홍갯지렁이 등을 사용한다. 국화도 내의 갯벌체험장은 바지락 채취(유료)를 즐길 수 있어 가족단위의n 낚시레저로도 좋다. 
※ 밀물 때와 안개 발생시에는 안전사고가 빈번히 발생하므로 각별히 주의해야 한다."
126.5380278,37.09372222,입파도·국화도,입파도 남측 곶부리,모래,3.7~5,경기도 화성시,1,419,DT_0002,평택,,국화도항의 남쪽의 남단에서 240m 지점에는 높이 2.3m의 간출암이 있다.,"이 부근의 주요 어종은 넙치, 노래미, 도다리, 붕장어, 우럭 등이다. 
루어낚시는 그럽웜, 지그헤드 등을 사용하며 릴찌낚시, 민장대낚시, 원투낚시는 미꾸라지, 오징어살, 전갱이, 참갯지렁이, 청갯지렁이, 크릴, 홍갯지렁이 등을 사용한다. 국화도 내의 갯벌체험장은 바지락 채취(유료)를 즐길 수 있어 가족단위의n 낚시레저로도 좋다. 
※ 밀물 때와 안개 발생시에는 안전사고가 빈번히 발생하므로 각별히 주의해야 한다."
